customer_id,frequency,recency,T,monetary_value,p_alive,exp_purchases_90d,exp_avg_profit,clv_12m
g-176,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-177,0.0,0.0,827.0,0.0,1.0,0.011387113451226123,,
g-179,0.0,0.0,829.0,0.0,1.0,0.011360929392133139,,
g-180,0.0,0.0,833.0,0.0,1.0,0.011308921035532665,,
g-1803,0.0,0.0,644.0,0.0,1.0,0.014430692273948883,,
g-1804,1.0,360.0,643.0,109.94,0.4823430338420171,0.07012391249832953,126.272688744617,30.75373100974932
g-1815,0.0,0.0,641.0,0.0,1.0,0.014494211235407412,,
g-182,4.0,560.0,850.0,114.7,0.5663727660499346,0.23361683633652094,118.59834166717529,97.08372678994364
g-183,1.0,263.0,1097.0,64.95,0.27462927435901946,0.024035563964726798,76.48644068665908,6.565010211488466
g-184,0.0,0.0,814.0,0.0,1.0,0.011560297932087163,,
g-1847,0.0,0.0,638.0,0.0,1.0,0.014558292257501338,,
g-1848,2.0,309.0,634.0,128.07,0.4488214720282909,0.1254476029409248,136.74056526028093,59.25433140963592
g-1849,0.0,0.0,633.0,0.0,1.0,0.014666363412229787,,
g-185,0.0,0.0,815.0,0.0,1.0,0.011546789155051642,,
g-1850,0.0,0.0,633.0,0.0,1.0,0.014666363412229787,,
g-1854,0.0,0.0,625.0,0.0,1.0,0.014842657296719224,,
g-1855,0.0,0.0,625.0,0.0,1.0,0.014842657296719224,,
g-1856,0.0,0.0,625.0,0.0,1.0,0.014842657296719224,,
g-1857,0.0,0.0,625.0,0.0,1.0,0.014842657296719224,,
g-1858,0.0,0.0,624.0,0.0,1.0,0.0148649927068187,,
g-1859,1.0,532.0,622.0,98.44,0.592991051280549,0.08893065648920159,113.54670846752174,34.998424374763694
g-186,0.0,0.0,816.0,0.0,1.0,0.011533311927288504,,
g-1863,0.0,0.0,615.0,0.0,1.0,0.01506908027906171,,
g-1864,0.0,0.0,364.0,0.0,1.0,0.024426466984992578,,
g-1865,0.0,0.0,614.0,0.0,1.0,0.015092103402184871,,
g-1868,0.0,0.0,611.0,0.0,1.0,0.015161597157801831,,
g-187,2.0,364.0,1180.0,100.0,0.2390122760857608,0.03702942920083414,107.25005447044097,14.18560651400279
g-1871,0.0,0.0,600.0,0.0,1.0,0.015421981632332934,,
g-1872,0.0,0.0,599.0,0.0,1.0,0.01544609749271641,,
g-1876,2.0,486.0,579.0,91.27000000000001,0.7068155414593089,0.21497980408742445,98.07826397541771,72.3889534641154
g-1877,0.0,0.0,578.0,0.0,1.0,0.015970560228101994,,
g-1879,0.0,0.0,574.0,0.0,1.0,0.01607452582377941,,
g-188,0.0,0.0,816.0,0.0,1.0,0.011533311927288504,,
g-1884,0.0,0.0,560.0,0.0,1.0,0.016449323590616658,,
g-1887,0.0,0.0,549.0,0.0,1.0,0.016756309502886264,,
g-1888,0.0,0.0,548.0,0.0,1.0,0.01678478700269794,,
g-1889,1.0,44.0,547.0,127.41,0.13830520761739426,0.023376565462808037,145.60511269599564,11.69835366780663
g-189,0.0,0.0,840.0,0.0,1.0,0.011219043595369703,,
g-1890,0.0,0.0,542.0,0.0,1.0,0.016957707656159577,,
g-1895,0.0,0.0,522.0,0.0,1.0,0.017560785114287974,,
g-190,1.0,719.0,840.0,103.6,0.5927770899415395,0.06696541442915957,119.25680048750534,28.160864002541796
g-1902,0.0,0.0,497.0,0.0,1.0,0.018377831754728517,,
g-1904,0.0,0.0,496.0,0.0,1.0,0.018412099783730655,,
g-1907,0.0,0.0,489.0,0.0,1.0,0.018655605811873557,,
g-191,0.0,0.0,817.0,0.0,1.0,0.011519866138353435,,
g-192,1.0,375.0,1216.0,49.99,0.32809463265424155,0.02600283011117042,59.93160025662907,5.588800639564173
g-194,1.0,358.0,817.0,277.67,0.41727074491423244,0.04839827163552671,311.8838776035031,53.15000276909494
g-1941,1.0,14.0,483.0,76.95,0.08682716575708295,0.016460549887407187,89.76572445406283,5.034061967445061
g-196,2.0,384.0,851.0,66.97,0.4066241672049486,0.08612445978794975,72.54853785524985,21.967213596367348
g-1968,0.0,0.0,481.0,0.0,1.0,0.018941915905117845,,
g-197,1.0,361.0,1213.0,160.99,0.3199844599144017,0.025420591150708376,182.76497510511385,16.660120730962525
g-198,0.0,0.0,818.0,0.0,1.0,0.011506451678317478,,
g-1999,0.0,0.0,479.0,0.0,1.0,0.01901487352539066,,
g-200,0.0,0.0,818.0,0.0,1.0,0.011506451678317478,,
g-201,0.0,0.0,855.0,0.0,1.0,0.011031181147063054,,
g-202,0.0,0.0,818.0,0.0,1.0,0.011506451678317478,,
g-2026,0.0,0.0,475.0,0.0,1.0,0.019162489987302467,,
g-2029,1.0,347.0,475.0,66.08,0.553179131619053,0.1064899961651329,77.73690657475626,28.168866209337118
g-203,1.0,1.0,859.0,80.0,0.03089174049634109,0.0034163581048718707,93.14087574494462,1.1233530579432702
g-2031,0.0,0.0,475.0,0.0,1.0,0.019162489987302467,,
g-2034,0.0,0.0,474.0,0.0,1.0,0.019199753359863445,,
g-204,0.0,0.0,819.0,0.0,1.0,0.011493068437762002,,
g-205,2.0,573.0,1040.0,81.19,0.5033672608421291,0.08804541856438165,87.48815536260733,27.358377129749
