c1,c2,dist,count
34.0,645.0,0.6846830437184582,4.0
269.0,284.0,0.6971235299039444,2.0
263.0,310.0,0.6978062693272905,2.0
272.0,619.0,0.7031222171394895,3.0
601.0,651.0,0.7096991339159332,8.0
511.0,584.0,0.713607020763062,6.0
124.0,667.0,0.7174431111107262,7.0
604.0,639.0,0.7194984852403501,24.0
41.0,65.0,0.723624192610228,2.0
583.0,661.0,0.7243341676339642,7.0
610.0,664.0,0.7556995675261149,6.0
136.0,640.0,0.7572495509145573,7.0
223.0,627.0,0.7699536128477962,3.0
652.0,666.0,0.7843292313336271,60.0
659.0,662.0,0.7846942475800551,10.0
349.0,654.0,0.8001549307753955,9.0
